   main_id   |plx_value|    rvz_redshift     |teff 
"*  18 Cam"  |23.1463  |1.1082614056423523E-4|5915 
"*  18 Cam"  |23.1463  |1.1082614056423523E-4|5927 
"*  18 Cam"  |23.1463  |1.1082614056423523E-4|5938 
"*  18 Cam"  |23.1463  |1.1082614056423523E-4|5945 
"*  18 Cam"  |23.1463  |1.1082614056423523E-4|5958 
"*  18 Com"  |16.5304  |8.372809309142859E-5 |6676 
"*  18 LMi"  |19.4592  |2.645198260298187E-5 |6434 
"*  18 LMi"  |19.4592  |2.645198260298187E-5 |6504 
"*  18 Lyn"  |16.596   |7.979171493022186E-5 |4654 
"*  18 Lyn"  |16.596   |7.979171493022186E-5 |4667 
"*  18 Lyn"  |16.596   |7.979171493022186E-5 |4700 
"*  18 Lyn"  |16.596   |7.979171493022186E-5 |4751 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6222 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6227 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6262 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6278 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6280 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6337 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6339 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6341 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6370 
"*  18 Pup"  |44.3395  |1.1019229873809877E-4|6414 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3422 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3533 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3543 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3544 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3566 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3582 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3585 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3626 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3667 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3688 
"*  18 Pup B"|47.8089  |1.1064933201443417E-4|3912 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5409 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5433 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5490 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5522 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5693 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5696 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5710 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5719 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5732 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5744 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5747 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5753 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5756 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5766 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5768 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5782 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5785 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5786 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5789 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5791 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5796 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5797 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5799 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5804 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5808 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5809 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5810 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5811 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5814 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5817 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5818 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5819 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5820 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5823 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5826 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5830 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5835 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5848 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5849 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |5860 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |6115 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |6121 
"*  18 Sco"  |70.7371  |3.924125009691082E-5 |6167 
"*  19 Pup"  |18.46    |1.1935635623161467E-4|4932 
"*  19 Pup"  |18.46    |1.1935635623161467E-4|4950 
"*  19 Pup"  |18.46    |1.1935635623161467E-4|4990 
"*  19 Pup"  |18.46    |1.1935635623161467E-4|5028 
"*  19 Pup"  |18.46    |1.1935635623161467E-4|5074 
"*  19 Pup"  |18.46    |1.1935635623161467E-4|5105 
"*  20 Ari"  |24.352   |8.53493516532744E-5  |6416 
"*  20 Ari"  |24.352   |8.53493516532744E-5  |6596 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5612 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5619 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5654 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5663 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5675 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5680 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5700 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5720 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5725 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5727 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5733 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5735 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5739 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5740 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5742 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5746 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5753 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5760 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5771 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5780 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5793 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5800 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5809 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5816 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5825 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|5838 
"*  20 LMi"  |66.9958  |1.8667989236376137E-4|6000 
"*  20 LMi B"|66.9296  |1.8681334292325324E-4|2829 
"*  20 LMi B"|66.9296  |1.8681334292325324E-4|3182 
"*  20 LMi B"|66.9296  |1.8681334292325324E-4|3357 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4669 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4697 
"*  20 Mon"  |16.811   |2.5937972293577083E-4|4703 
