            main_id            |plx_value|     rvz_redshift     |teff 
"2QZ J141057.7-020237"         |1.5212   |-3.6E-4               |31400
"2QZ J141741.2-014654"         |1.7612   |-3.4E-4               |19416
"2QZ J141741.2-014654"         |1.7612   |-3.4E-4               |19626
"2QZ J141741.2-014654"         |1.7612   |-3.4E-4               |19874
"2QZ J142129.4-011204"         |2.2408   |-8.979142317755429E-5 |17505
"2QZ J142129.4-011204"         |2.2408   |-8.979142317755429E-5 |18083
"2QZ J143903.9-003120"         |2.0499   |-3.6E-4               |15706
"2QZ J143903.9-003120"         |2.0499   |-3.6E-4               |16143
"2QZ J144050.8-010713"         |1.9193   |-1.4E-4               |18542
"2QZ J144050.8-010713"         |1.9193   |-1.4E-4               |19098
"2QZ J144050.8-010713"         |1.9193   |-1.4E-4               |19178
"2QZ J144050.8-010713"         |1.9193   |-1.4E-4               |20217
"2QZ J144050.8-010713"         |1.9193   |-1.4E-4               |21456
"2QZ J144216.8+011441"         |1.3117   |-1.5E-4               |16806
